id,tyc,gaia,hyg,hip,hd,hr,gl,bayer,flam,con,proper,ra,dec,pos_src,dist,x0,y0,z0,dist_src,mag,absmag,ci,mag_src,rv,rv_src,pm_ra,pm_dec,pm_src,vx,vy,vz,spect,spect_src
1398892,NULL,6.27483297762211E+018,118941,NULL,NULL,NULL,GJ 3823,NULL,NULL,Hya,NULL,14.046259,-24.530481,GJ,17.9838325345514,-14.069,-8.351,-7.466,G_R3,12.15,10.876,1.7,GJ,13.3,OTHER,-363.972,374.227,G_R3,-37.633,13.745,23.502,NULL,NULL
1399135,907-128-1,1.23125099214308E+018,68415,68634,122676,NULL,GJ 3824,NULL,NULL,Boo,NULL,14.0491292,14.97534398,T,26.6455,-22.125,-13.156,6.885,G_R3,7.12,4.992,0.74,HIP,-2.352,G_R3,-57.288,2.954,G_R3,-1.663,7.43,-0.247,G5,T
1399236,5554-243-1,3.61627443787809E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vir,NULL,14.05036309,-8.02354057,T,38.4362,-32.707,-19.463,-5.365,G_R3,11.076,8.152,1.517,T,8.782,G_R3,29.586,-33.682,G_R3,-3.98,-8.642,-7.303,NULL,N
1399245,7280-998-1,NULL,68422,68641,122510,5268,NULL,NULL,NULL,Cen,NULL,14.05048023,-31.68401239,T,38.1679,-27.911,-16.61,-20.047,HIP,6.18,3.272,0.48,HIP,5,HYG,24.53,66.02,HYG,-6.778,-9.198,7.539,F6 V,T
1399987,904-1278-1,3.72424221911795E+018,68463,68682,122742,5273,Gl 538,NULL,NULL,Boo,NULL,14.05898721,10.78677067,T,15.1179,-12.745,-7.6232,2.8298,G_R3,6.27,5.373,0.733,HIP,-11.6,HYG,88.248,-309.491,G_R3,9.463,-1.709,-23.959,G8V,T
1400114,5557-711-1,3.61456864866676E+018,68470,68689,NULL,NULL,NULL,NULL,NULL,Vir,NULL,14.0603989,-10.60396655,T,43.5964,-36.7676,-22.0093,-8.0228,G_R3,11.43,8.233,1.3,HIP,NULL,N,-240.556,-60.966,G_R3,-23.546,43.847,-12.385,NULL,N
1400884,1474-949-1,1.24716893121626E+018,68513,68732,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.06944253,20.75913933,T,40.2985,-32.286,-19.431,14.283,G_R3,10.18,7.154,1.07,HIP,-9.934,G_R3,-126.245,-18.863,G_R3,-5.572,24.795,-6.89,K5,HYG
1401084,3037-482-1,1.49768372207409E+018,68526,68745,NULL,NULL,NULL,NULL,NULL,CVn,NULL,14.07179469,40.350497,T,33.8941,-22.123,-13.333,21.945,G_R3,10.76,8.109,1.577,HIP,-13.546,G_R3,-263.739,111.869,G_R3,-3.065,47.63,4.928,K6,HYG
1401369,6733-1309-1,6.27395364319783E+018,NULL,NULL,122803,NULL,NULL,NULL,NULL,Hya,NULL,14.07474413,-25.49881352,T,33.5122,-25.895,-15.634,-14.427,G_R3,10.283,7.657,1.639,T,24.947,G_R3,-44.475,-20.567,G_R3,-21.724,-4.862,-13.689,K3/5 V,T
1401470,7807-660-1,6.11125454395641E+018,68553,68772,NULL,NULL,NULL,NULL,NULL,Cen,NULL,14.07597865,-39.90294353,T,35.1138,-23.056,-13.93,-22.525,G_R3,9.88,7.153,1.086,HIP,-22.755,G_R3,-194.321,-101.608,G_R3,7.5,42.323,1.622,NULL,N
1401679,319-907-1,3.67136951814142E+018,68564,68783,122948,NULL,NULL,NULL,NULL,Vir,NULL,14.07866844,4.77938855,T,44.3475,-37.809,-22.88,3.695,G_R3,8.52,5.286,0.673,HIP,10.036,G_R3,-48.02,195.989,G_R3,-10.846,5.237,41.895,G5,HYG
1401739,2009-1136-1,1.25841061297654E+018,68566,68785,123033,NULL,NULL,NULL,NULL,Boo,NULL,14.07942935,25.81774364,T,44.0656,-33.933,-20.544,19.191,G_R3,6.95,3.73,0.484,HIP,-20.046,G_R3,7.347,-110.326,G_R3,7.646,2.835,-29.476,F 6 V,T
1401835,2009-784-1,1.25841075041549E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.08048786,25.84056756,T,44.1501,-33.986,-20.588,19.244,G_R3,8.899,5.674,0.901,T,-19.854,G_R3,9.087,-108.826,G_R3,7.778,2.488,-29.153,K0,T
1401877,3858-728-1,1.65991542580114E+018,68573,68792,123300,NULL,NULL,NULL,NULL,UMa,NULL,14.08099457,58.86750859,T,46.7039,-20.651,-12.514,39.977,G_R3,7.58,4.233,0.635,HIP,-32.505,G_R3,-179.677,18.216,G_R3,-3.291,44.52,-25.739,G5,HYG
1402015,4409-1825-1,1.71201547504545E+018,68577,68796,123710,NULL,NULL,NULL,NULL,UMi,NULL,14.08251956,74.57358695,T,42.6521,-9.701,-5.884,41.116,G_R3,8.21,5.06,0.59,HIP,13.253,G_R3,-148.186,90.439,G_R3,-3.48,32.931,17.639,G5,HYG
1403396,322-606-1,3.67239481702991E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vir,NULL,14.09886994,6.37641404,T,47.4405,-40.207,-24.622,5.269,G_R3,10.783,7.402,1.38,T,3.389,G_R3,28.979,-2.743,G_R3,0.473,-7.353,-0.237,K5,T
1403921,1471-645-1,1.24538751622113E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.10477329,17.67483851,T,39.9055,-32.394,-19.907,12.116,G_R3,12.3,9.295,1.632,T,-35.875,G_R3,-186.403,0.635,G_R3,10.691,47.958,-10.778,NULL,N
1403933,319-671-1,3.6705943667392E+018,68669,68889,NULL,NULL,NULL,NULL,NULL,Vir,NULL,14.10490668,3.23570064,T,44.0093,-37.435,-23.006,2.484,G_R3,10.29,7.072,1.177,HIP,-58.011,G_R3,-332.688,-5.02,G_R3,12.953,89.427,-4.32,M0,HYG
1404048,6738-1381-1,6.270558110774E+018,68675,68895,123123,5287,Gl 538.1,Pi,49,Hya,NULL,14.10619374,-26.68236072,T,32.3741,-24.639,-15.154,-14.537,G_R3,3.25,0.699,1.091,HIP,27.3,HYG,43.381,-140.951,G_R3,-9.016,-13.361,-31.587,K2 III,T
1404103,6137-575-1,6.30068156827787E+018,68680,68900,123180,NULL,NULL,NULL,NULL,Vir,NULL,14.10674023,-16.21295737,T,40.0352,-32.743,-20.144,-11.178,G_R3,10.06,7.048,1.023,HIP,-30.37,G_R3,-215.684,-147.88,G_R3,10.062,54.251,-18.47,K3 V,T
1404493,7293-2215-1,NULL,68714,68933,123139,5288,Gl 539,The,5,Cen,Menkent,14.11137449,-36.36995824,T,18.0343,-12.359,-7.624,-10.694,HIP,2.06,0.78,1.011,HIP,1.3,HYG,-519.29,-517.87,HYG,-1.855,51.018,-36.42,K0 IIIB,T
1404504,4981-353-1,3.64368845821437E+018,68715,68936,123265,NULL,NULL,NULL,NULL,Vir,NULL,14.11146654,-5.51834111,T,40.5637,-34.363,-21.2,-3.901,G_R3,8.35,5.309,0.827,HIP,-41.616,G_R3,-408.358,-93.037,G_R3,-4.511,89.482,-13.805,K1 V,T
1404892,NULL,1.48540066536397E+018,118944,NULL,NULL,NULL,GJ 3825,NULL,NULL,CVn,NULL,14.115545,38.610018,GJ,28.029419678895,-18.628,-11.52,17.491,G_R3,14.54,12.302,1.7,GJ,12.8,OTHER,362.464,-1004.884,G_R3,-54.039,-90.046,-96.348,NULL,NULL
1405554,7293-303-1,6.12065420013733E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cen,NULL,14.12344184,-36.72867437,T,20.6998,-14.092,-8.755,-12.379,G_R3,9.835,8.255,NULL,T,29.079,G_R3,329.915,-254.707,G_R3,9.984,-31.91,-37.422,NULL,N
1405995,8272-2466-1,6.090772806986E+018,68792,69012,123227,NULL,NULL,NULL,NULL,Cen,NULL,14.12819063,-49.86749151,T,44.9942,-24.615,-15.3354,-34.4003,G_R3,6.45,3.184,0.66,HIP,NULL,N,-41.749,109.722,G_R3,-19.895,-1.903,15.085,G3 V,T
1406468,2006-451-1,1.2566820776185E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.13366183,23.10818907,T,43.9004,-34.241,-21.4,17.23,G_R3,11.474,8.262,2.667,T,5.317,G_R3,10.061,-162.561,G_R3,-14.296,-11.404,-29.029,NULL,N
1406756,4564-680-1,1.71579106053708E+018,68843,69064,NULL,NULL,Gl 540,NULL,NULL,Cam,NULL,14.13694953,80.59727318,T,17.1975,-2.381,-1.491,16.966,G_R3,10.31,9.133,1.379,HIP,7.044,G_R3,212.481,-543.653,G_R3,-28.841,-38.498,-0.291,M2,HYG
1406977,8276-70-1,6.08950194335425E+018,68855,69075,123333,NULL,NULL,NULL,NULL,Cen,NULL,14.13928066,-52.28717337,T,34.554,-17.908,-11.229,-27.335,G_R3,9.5,6.808,0.941,HIP,-66,HYG,-200.986,101.047,G_R3,5.622,42.384,62.336,K2 V,T
1407020,4558-145-1,1.71239023671169E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UMi,NULL,14.13963093,75.85205396,T,23.2459,-4.814,-3.019,22.541,G_R3,12.347,10.515,1.966,T,-23.425,G_R3,-403.555,368.181,G_R3,14.552,61.619,-12.797,NULL,N
1407137,9256-2069-1,5.79038987241757E+018,68870,69090,122862,5279,Gl 539.1,NULL,NULL,Aps,NULL,14.14087963,-74.85028577,T,29.2833,-6.482,-4.068,-28.266,G_R3,6.02,3.687,0.581,HIP,-21.171,G_R3,-243.574,179.54,G_R3,-33.664,18.792,26.949,G2/3 IV,T
1407393,4634-1887-1,1.72507657367204E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cam,NULL,14.14417912,82.6039675,T,41.0125,-4.469,-2.81,40.671,G_R3,10.534,7.469,1.395,T,-4.697,G_R3,-143.704,2.693,G_R3,-13.921,24.25,-4.591,NULL,N
1407645,319-432-1,3.67112704576341E+018,68889,69109,NULL,NULL,NULL,NULL,NULL,Vir,NULL,14.14732729,4.54003012,T,45.8765,-38.694,-24.377,3.631,G_R3,11.07,7.762,1.147,HIP,3.53,G_R3,292.066,-399.565,G_R3,25.059,-59.284,-86.344,K5:,HYG
1407932,8276-1437-1,6.08952730084135E+018,68909,69129,123433,NULL,NULL,NULL,NULL,Cen,NULL,14.1503537,-51.93782449,T,45.4141,-23.678,-14.943,-35.756,G_R3,9.25,5.964,0.875,HIP,16.072,G_R3,-326.598,-178.216,G_R3,-20.358,70.294,-36.308,G5,T
1408467,3471-1059-1,1.51161474055605E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.15688361,50.51419583,T,46.8636,-25.174,-15.947,36.168,G_R3,11.999,8.645,1.07,T,-3.494,G_R3,-15.114,-62.015,G_R3,-8.902,-1.665,-11.457,NULL,N
1408530,7281-1391-1,6.1727743154683E+018,68943,69163,NULL,NULL,Gl 539.2,NULL,NULL,Cen,NULL,14.15755124,-30.93036195,T,37.9151,-27.472,-17.409,-19.488,G_R3,11.81,8.916,1.5,HIP,-5.753,G_R3,-465.857,-220.799,G_R3,-23.422,84.286,-31.085,NULL,N
1408858,7293-702-1,6.12118918126292E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cen,NULL,14.16117678,-35.69291275,T,43.6321,-29.914,-18.997,-25.457,G_R3,10.869,7.67,NULL,T,-13.272,G_R3,-93.39,-115.823,G_R3,10.543,29.578,-11.713,NULL,N
1409140,8677-1894-1,5.86691382015201E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cen,NULL,14.16451402,-59.9863224,T,27.8054,-11.734,-7.466,-24.077,G_R3,11.397,9.176,1.271,T,91.61,G_R3,148.696,-68.451,G_R3,-21.548,-36.942,-83.839,NULL,N
1409436,8264-2375-1,6.09606286667078E+018,68981,69202,123651,NULL,NULL,NULL,NULL,Cen,NULL,14.16800427,-46.269455,T,49.498,-28.851,-18.395,-35.767,G_R3,8.19,4.717,0.572,HIP,-20.867,G_R3,-94.112,-111.767,G_R3,16.27,36.562,-3.051,G0/1 V,T
1409737,7816-2255-1,6.09694456762007E+018,68998,69220,123682,NULL,NULL,NULL,NULL,Cen,NULL,14.17156045,-44.98971219,T,48.8914,-29.139,-18.616,-34.565,G_R3,8.29,4.844,0.69,HIP,47.995,G_R3,27.116,-312.141,G_R3,17.88,3.965,-85.096,G3/5 V,T
1409841,7816-2079-1,6.09694467499638E+018,69002,69224,NULL,NULL,NULL,NULL,NULL,Cen,NULL,14.17270393,-44.97932785,T,49.0866,-29.255,-18.702,-34.697,G_R3,9.63,6.175,0.897,HIP,50.092,G_R3,34.713,-311.321,G_R3,17.64,1.69,-86.651,G0,HYG
1409884,2010-1245-1,1.25752952620545E+018,69004,69226,123999,5304,GJ 9470,NULL,12,Boo,NULL,14.17331467,25.09167937,T,36.3848,-27.76,-17.753,15.43,G_R3,4.82,2.015,0.541,HIP,10.8,HYG,-23.157,-59.831,G_R3,-14.079,-4.262,-4.766,F8IV,T
1409961,2013-72-1,1.2603168912611E+018,69008,69230,124019,NULL,NULL,NULL,NULL,Boo,NULL,14.17414812,27.63261551,T,48.5378,-36.222,-23.176,22.512,G_R3,8.55,5.12,0.65,HIP,-19.689,G_R3,22.611,-40.515,G_R3,13.855,2.688,-17.391,G2V,T
1410026,4409-274-1,1.69933119537391E+018,69018,69240,124567,NULL,NULL,NULL,NULL,UMi,NULL,14.17481499,72.59016766,T,48.51,-12.225,-7.825,46.288,G_R3,8.8,5.371,0.773,HIP,-3.083,G_R3,-61.343,-95.375,G_R3,-24.454,1.096,-9.504,K0,T
1410697,7281-158-1,6.12471174164015E+018,69063,69285,NULL,NULL,NULL,NULL,NULL,Cen,NULL,14.18263034,-31.29030862,T,15.92,-11.443,-7.358,-8.268,G_R3,10.77,9.76,NULL,HIP,-13.678,G_R3,-320.452,126.89,G_R3,-7.431,23.973,15.287,NULL,N
1410868,4409-819-1,1.6995170514946E+018,69081,69303,NULL,NULL,NULL,NULL,NULL,UMi,NULL,14.18488895,73.34750298,T,31.707,-7.64,-4.918,30.377,G_R3,10.31,7.804,1.26,HIP,NULL,N,48.992,77.534,G_R3,13.374,-0.148,3.34,K8,HYG
1410935,9009-33-1,5.86612859705243E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cen,NULL,14.18575508,-61.92975314,T,19.5906,-7.75,-4.992,-17.286,G_R3,10.939,9.479,1.499,T,5.746,G_R3,154.812,-45.146,G_R3,8.622,-11.548,-7.043,NULL,N
1411042,3040-818-1,1.5045108990085E+018,69089,69311,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.18684579,43.10665752,T,35.3295,-21.68,-13.974,24.143,G_R3,10.03,7.289,1.172,HIP,-20.405,G_R3,-195.059,71.668,G_R3,1.718,39.973,-5.181,NULL,N
1411213,9509-2443-1,5.77016975049925E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Oct,NULL,14.18883861,-83.59656091,T,40.6343,-3.808,-2.457,-40.381,G_R3,10.296,7.252,1.434,T,47.216,G_R3,-86.203,-101.559,G_R3,2.908,21.638,-49.103,NULL,N
1411307,2545-165-1,1.45320156613067E+018,69111,69333,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.19005574,30.08404427,T,43.8004,-31.839,-20.559,21.956,G_R3,10.31,7.103,1.173,HIP,-8.84,G_R3,-450.215,-121.722,G_R3,-54.926,75.808,-26.3,K6:,HYG
1411478,317-1246-1,3.66633475561418E+018,69118,69340,124115,5307,NULL,NULL,NULL,Vir,NULL,14.19200099,1.36239696,T,43.5599,-36.572,-23.641,1.036,G_R3,6.42,3.225,0.479,HIP,-22.568,G_R3,-128.286,30.522,G_R3,4.692,34.576,5.764,F6 V,T
1411555,2010-382-1,1.25916164813821E+018,69123,69345,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.19285507,26.19577857,T,39.3705,-29.663,-19.185,17.38,G_R3,10.46,7.484,1.16,HIP,-37.232,G_R3,-48.901,160.332,G_R3,34.188,32.98,10.414,M0,HYG
1411873,5561-33-1,6.30396168634151E+018,69135,69357,124106,NULL,GJ 3827,NULL,NULL,Vir,NULL,14.1961587,-12.61177016,T,23.049,-18.876,-12.232,-5.033,G_R3,7.93,6.117,0.865,HIP,3.142,G_R3,-254.019,-179.729,G_R3,-14.068,23.957,-19.85,K1 V,T
1412401,NULL,3.65987838897531E+018,118946,NULL,NULL,NULL,GJ 3828A,NULL,NULL,Vir,NULL,14.20294,-0.584856,GJ,27.0052768310928,-22.634,-14.723,-0.276,G_R3,12.97,10.813,1.63,GJ,-44,OTHER,-713.822,233.05,G_R3,-13.203,100.426,30.282,NULL,NULL
1412779,4403-138-1,1.67321360662195E+018,69178,69400,124752,NULL,NULL,NULL,NULL,UMi,NULL,14.20751367,67.58615374,T,39.3743,-12.575,-8.202,36.4,G_R3,8.52,5.544,0.84,HIP,-10.717,G_R3,142.763,-9.502,G_R3,16.607,-20.983,-10.584,K0V,T
1413101,2007-1023-1,1.25410612803305E+018,69188,69410,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.21154426,23.81426695,T,31.3883,-24.036,-15.712,12.674,G_R3,8.88,6.396,0.96,HIP,-12.096,G_R3,-26.858,-6.259,G_R3,6.761,9.195,-5.736,K0,T
1413196,4979-117-1,3.64606171970312E+018,69192,69414,124292,NULL,GJ 3830,NULL,NULL,Vir,NULL,14.2125661,-3.32008658,T,21.7887,-18.204,-11.907,-1.262,G_R3,7.05,5.359,0.733,HIP,37.727,G_R3,-162.498,-322.138,G_R3,-39.095,-5.516,-35.402,G8/K0 V,T
1413565,3855-1182-1,NULL,69220,69442,124640,NULL,NULL,NULL,NULL,UMa,NULL,14.21687793,55.32529227,T,38.2555,-18.2,-11.934,31.461,HIP,8.33,5.417,0.946,HIP,-16,HYG,-338.44,-6.3,HYG,-26.828,55.802,-13.808,K2...,HYG
1413671,NULL,6.30411049836847E+018,118948,NULL,NULL,NULL,Gl 540.2,NULL,NULL,Vir,NULL,14.218074,-12.026836,GJ,31.3411832550326,-25.629,-16.816,-6.531,G_R3,13.86,11.379,1.53,GJ,-164.6,OTHER,-616.549,-381.585,G_R3,94.223,171.385,-21.151,NULL,NULL
1413849,8673-4534-1,5.89526538032797E+018,69232,69454,NULL,NULL,NULL,NULL,NULL,Cen,NULL,14.22024218,-56.74205329,T,11.6653,-5.347,-3.513,-9.755,G_R3,10.2,9.866,1.5,HIP,52.757,G_R3,354.013,179.069,G_R3,-20.353,-36.794,-38.686,M2V:,HYG
1414146,3468-665-1,1.50792409233933E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.22381309,48.27485791,T,39.4794,-21.947,-14.448,29.465,G_R3,11.586,8.604,1.614,T,-22.381,G_R3,-87.204,4.274,G_R3,3.967,22.151,-16.172,NULL,N
1414190,3471-1251-1,NULL,69259,69481,124674,5328,NULL,Kap-1,17,Boo,NULL,14.22437444,51.78787676,T,47.1743,-24.3708,-16.0485,37.0656,G_R2,6.62,3.251,0.394,HIP,-20,HYG,64.58,-3.78,HYG,17.72,-5.623,-16.237,F2V,T
1414220,3471-1250-1,1.5117930675984E+018,69261,69483,124675,5329,NULL,Kap-2,17,Boo,NULL,14.22472418,51.78996582,T,49.6203,-25.632,-16.883,38.989,G_R3,4.53,1.052,0.233,HIP,-17,HYG,61.899,-9.615,G_R3,15.306,-7.353,-14.757,A7IV,T
1414271,4982-449-1,3.64024458163774E+018,69263,69485,NULL,NULL,GJ 9472,NULL,NULL,Vir,NULL,14.2253319,-6.95897256,T,18.3186,-15.184,-10.004,-2.219,G_R3,10.15,8.836,1.418,HIP,-1.632,G_R3,110.454,136.718,G_R3,5.429,-7.91,11.983,M0,HYG
1414396,3862-727-1,1.60958655235038E+018,69266,69488,124754,NULL,NULL,NULL,NULL,UMa,NULL,14.22690103,55.36975911,T,41.5036,-19.6895,-12.985,34.1506,G_R3,9.15,6.06,0.958,HIP,NULL,N,-264.965,-48.757,G_R3,-35.289,39.174,-5.451,K0,HYG
1414484,905-264-1,1.22507599740256E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.22797236,10.23623493,T,40.2106,-33.028,-21.794,7.146,G_R3,11.481,8.459,1.954,T,-35.194,G_R3,-135.467,6.578,G_R3,14.871,40.751,-5.02,NULL,N
1414753,3465-526-1,1.50606007653207E+018,69296,69518,124694,NULL,NULL,NULL,NULL,Boo,NULL,14.23092434,46.32516724,T,39.1783,-22.57,-14.919,28.337,G_R3,7.17,4.205,0.53,HIP,-14.575,G_R3,-141.046,9.144,G_R3,-5.023,28.08,-9.369,G0,HYG
1414860,2546-1023-1,1.45318040482319E+018,69304,69526,124642,NULL,GJ 3833,NULL,NULL,Boo,NULL,14.23252153,30.21718206,T,17.224,-12.413,-8.212,8.668,G_R3,8.03,6.849,1.064,HIP,-16.512,G_R3,-398.118,175.114,G_R3,-0.034,38.954,4.045,K5,HYG
1415043,908-1283-1,1.22679652694169E+018,69313,69536,124570,5323,NULL,NULL,14,Boo,NULL,14.23477211,12.9594461,T,33.6574,-27.345,-18.114,7.548,G_R3,5.53,2.895,0.537,HIP,-39.245,G_R3,-254.075,-54.785,G_R3,7.863,53.835,-17.32,F 7 IV,T
1415430,4982-671-1,3.64092961174161E+018,69342,69564,124553,5322,NULL,NULL,NULL,Vir,NULL,14.2392521,-5.94771607,T,41.0935,-34.048,-22.612,-4.258,G_R3,6.36,3.291,0.593,HIP,-33.001,G_R3,-306.011,82.37,G_R3,-7.021,66.897,19.379,F8 V,T
1415437,6138-523-1,NULL,69341,69562,124498,NULL,GJ 3831A,NULL,NULL,Vir,NULL,14.23927815,-15.35609388,T,30.175,-24.239,-16.098,-7.991,HIP,10.39,7.992,1.27,HIP,NULL,N,-199.9,-172.87,HYG,-10.364,27.443,-23.845,K4 V,T
1415488,3038-735-1,1.48617781392566E+018,69347,69569,124755,5335,NULL,NULL,NULL,Boo,NULL,14.2398744,41.51875453,T,44.8542,-27.973,-18.584,29.732,G_R3,6.23,2.971,1.071,HIP,-14.151,G_R3,-22.496,-105.794,G_R3,-6.241,1.596,-26.223,K2,T
1415514,7293-332-1,6.11802440884401E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cen,NULL,14.24022228,-36.70089116,T,47.0654,-31.429,-20.884,-28.128,G_R3,9.816,6.452,NULL,T,-9.917,G_R3,-95.746,-67.996,G_R3,2.351,27.211,-6.237,NULL,N
1415515,8268-1792-1,6.09257325298142E+018,69348,69570,124364,NULL,NULL,NULL,NULL,Cen,NULL,14.24022946,-48.14663276,T,37.9296,-21.078,-14.006,-28.252,G_R3,8.23,5.335,0.67,HIP,-24.057,G_R3,-102.143,-121.987,G_R3,16.812,33.222,3.284,G5 V,T
1415543,NULL,1.25411732930768E+018,118950,NULL,NULL,NULL,GJ 3834,NULL,NULL,Boo,NULL,14.240563,23.458849,GJ,26.8537117200339,-20.516,-13.635,10.69,G_R3,13.5,11.355,NULL,GJ,NULL,OTHER,-186.948,-455.119,G_R3,-32.381,7.054,-53.148,NULL,NULL
1415899,1469-127-1,1.23217702145177E+018,69373,69595,124677,NULL,NULL,NULL,NULL,Boo,NULL,14.24473463,16.01380329,T,33.9714,-27.175,-18.104,9.372,G_R3,8.57,5.914,0.837,HIP,5.512,G_R3,-268.11,110.766,G_R3,-24.252,35.724,18.666,G5,HYG
1416348,NULL,1.22509173416278E+018,118951,NULL,NULL,NULL,GJ 3835,NULL,NULL,Boo,NULL,14.249668,10.410639,GJ,32.1121097977258,-26.262,-17.545,5.803,G_R3,12.37,9.837,1.52,GJ,0.68,G_R2,9.69,-356.289,G_R3,-7.886,-7.042,-53.221,NULL,NULL
1416739,9244-49-1,5.84760656776838E+018,69421,69643,124239,NULL,NULL,NULL,NULL,Cir,NULL,14.25393837,-67.65834643,T,49.0071,-15.4792,-10.3657,-45.3281,G_R3,7.59,4.139,0.564,HIP,20.07,G_R3,-34.007,-21.025,G_R3,-6.981,4.833,-20.42,F8/G0 V,T
1416741,5555-746-1,6.30501147942789E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vir,NULL,14.25396335,-9.99543826,T,44.4135,-36.343,-24.338,-7.709,G_R3,10.734,7.496,1.412,T,1.119,G_R3,89.362,-45.436,G_R3,10.933,-15.322,-9.615,NULL,N
1416806,3472-1126-1,1.50510559306907E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.25471663,45.01476766,T,16.9643,-9.963,-6.675,11.999,G_R3,12.157,11.009,1.332,T,13.934,G_R3,-674.443,-224.137,G_R3,-48.964,32.481,-2.887,NULL,N
1416847,320-1239-1,NULL,69431,69653,124757,NULL,NULL,NULL,NULL,Vir,NULL,14.25538293,3.13127541,T,40.568,-33.649,-22.552,2.216,HIP,7.03,3.989,0.57,HIP,-44.8,HYG,-203.7,60.96,HYG,15.881,57.802,9.259,F8,HYG
1416870,1469-782-1,1.23185373067366E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Boo,NULL,14.25566998,15.38460722,T,23.426,-18.761,-12.576,6.215,G_R3,12.104,10.256,2.029,T,10.353,G_R3,137.686,-126.271,G_R3,-2.868,-20.33,-10.773,NULL,N
1417135,NULL,3.66817636887112E+018,118952,NULL,NULL,NULL,GJ 1182,NULL,NULL,Vir,NULL,14.258888,4.656888,GJ,13.8880787509617,-11.492,-7.717,1.128,G_R3,14.3,13.587,1.72,GJ,8.0414,OTHER,-744.439,-769.544,G_R3,-37.392,33.926,-49.844,NULL,NULL
1417287,8277-3275-1,6.09652438238306E+018,69449,69671,124580,5325,Gl 540.3,NULL,NULL,Cen,NULL,14.26074567,-45.00075161,T,20.9021,-12.266,-8.246,-14.78,G_R3,6.31,4.709,0.596,HIP,4.394,G_R3,128.066,-137.947,G_R3,12.522,-6.872,-12.772,G1 V,T
1417320,1472-1436-1,NULL,69451,69673,124897,5340,Gl 541,Alp,16,Boo,Arcturus,14.26120767,19.18727298,T,11.2575,-8.823,-5.933,3.699,HIP,-0.05,-0.307,1.239,HIP,-5,HYG,-1093.45,-1999.4,HYG,-57.743,31.49,-102.416,K2IIIp,HYG
1417769,3862-1470-1,1.61144445212335E+018,69477,69699,125193,NULL,NULL,NULL,NULL,UMa,NULL,14.26663785,56.68913252,T,48.8976,-22.2629,-15.0157,40.8637,G_R3,6.68,3.234,0.58,HIP,-28.9,HYG,-1.189,-90.965,G_R3,-1.605,-0.75,-35.732,F8,T
1417791,4982-1645-1,3.64082873154997E+018,69479,69701,124850,5338,GJ 9473,Iot,99,Vir,Syrma,14.266908,-6.000547,HIP_X,22.0258,-18.1598,-12.2505,-2.3029,G_R3,4.07,2.355,0.511,HIP,14.6,HYG,-26.606,-414.866,G_R3,-9.837,-3.285,-44.606,F7V,HYG
1417871,1472-1427-1,1.23390270496309E+018,119626,NULL,124953,5343,NULL,NULL,NULL,Boo,NULL,14.26781688,18.91179831,T,46.1938,-36.222,-24.448,14.972,G_R3,5.98,2.657,NULL,HIP,4.69,G_R3,40.288,-30.863,G_R3,-0.557,-11.02,-4.874,AM,T
1417895,3478-450-1,1.50855758283475E+018,69487,69709,125141,NULL,NULL,NULL,NULL,Boo,NULL,14.26814638,50.16924365,T,46.8646,-24.879,-16.795,35.989,G_R3,7.78,4.426,0.615,HIP,-47.402,G_R3,-299.445,186.449,G_R3,14.307,89.923,-9.87,G5,HYG
1417997,3478-1333-1,1.51172733312226E+018,69491,69713,125161,5350,GJ 9474A,Iot,21,Boo,NULL,14.26942474,51.36723206,T,29.5111,-15.267,-10.314,23.053,G_R3,4.75,2.4,0.236,HIP,-18.7,HYG,-149.277,89.135,G_R3,6.056,29.293,-6.823,A7V,T
